2D3D-MatchNet - Learning to Match Keypoints across 2D Image and 3D Point Cloud,1065
An Integrated Approach to Navigation and Control in Micro Underwater Robotics using Radio-Frequency Localization,1066
LSTM-Based Network for Human Gait Stability Prediction in an Intelligent Robotic Rollator,1070
An Extrinsic Calibration Tool for Radar Camera and Lidar,1071
Improving the Robustness of Visual-Inertial Extended Kalman Filtering,1072
ATLAS FaST - Fast and Simple Scheduled TDOA for Reliable Ultra-Wideband Localization,1073
Modal Dynamics and Analysis of a Vertical Stretch-Retractable Continuum Manipulator with Large Deflection,1074
Whole-Body Active Compliance Control for Humanoid Robots with Robot Skin,1076
Drift-Free Roll and Pitch Estimation for High-Acceleration Hopping,1079
Exploiting Environment Contacts of Serial Manipulators,1080
LVIS - Learning from Value Function Intervals for Contact-Aware Robot Controllers,1081
Visual Appearance Analysis of Forest Scenes for Monocular SLAM,1086
Decentralized Collaborative Transport of Fabrics Using Micro-UAVs,1088
Closed-Loop MPC with Dense Visual SLAM - Stability through Reactive Stepping,1090
Pedestrian Dominance Modeling for Socially-Aware Robot Navigation,1092
Robust Link Position Tracking Control for Robot Manipulators with Series Elastic Actuators Using Time-Delay Estimation,1094
Efficient Symbolic Reactive Synthesis for Finite-Horizon Tasks,1097
Optimal Leg Sequencing for a Hexapod Subject to External Forces and Slopes,1099
A Decentralized Heterogeneous Control Strategy for a Class of Infinitesimally Shape-Similar Formations,1100
Leveraging Contact Forces for Learning to Grasp,1101
One-To-Many Bipartite Matching Based Coalition Formation for Multi-Robot Task Allocation,1104
Energy-Aware Temporal Logic Motion Planning for Mobile Robots,1105
A Fault Diagnosis Framework for MAVLink-Enabled UAVs Using Structural Analysis,1113
SMT-Based Control and Feedback for Social Navigation,1114
Making Sense of Vision and Touch - Self-Supervised Learning of Multimodal Representations for Contact-Rich Tasks,1116
Four-Wheeled Dead-Reckoning Model Calibration Using RTS Smoothing,1117
A Multi-Modal Sensor Array for Safe Human-Robot Interaction and Mapping,1119
Real-Time Dense Mapping for Self-Driving Vehicles Using Fisheye Cameras,1126
Mechanical Fourier Transform Using an Array of Additively Manufactured Soft Whisker-Like Sensors,1128
RESLAM - A Real-Time Robust Edge-Based SLAM System,1129
Autonomous Sheet Pile Driving Robots for Soil Stabilization,1131
Search-Based 3D Planning and Trajectory Optimization for Safe Micro Aerial Vehicle Flight under Sensor Visibility Constraints,1133
Estimating Loads Along Elastic Rods,1134
Turning a Corner with a Dubins Car,1136
Design and Experiments for MultI-Section-Transformable (MIST) UAV,1138
Generating Adversarial Driving Scenarios in High-Fidelity Simulators,1139
Dense Surface Reconstruction from Monocular Vision and LiDAR,1143
A Distributed Predictive Control Approach for Cooperative Manipulation of Multiple Underwater Vehicle Manipulator Systems,1144
Goal-Oriented Object Importance Estimation in On-Road Driving Videos,1145
Estimating the Localizability in Tunnel-like Environments using LiDAR and UWB,1147
Networked Operation of a UAV Using Gaussian Process-Based Delay Compensation and Model Predictive Control,1148
Part Segmentation for Highly Accurate Deformable Tracking in Occlusions Via Fully Convolutional Neural Networks,1150
Dynamics Consensus between Centroidal and Whole-Body Models in Locomotion of Legged Robots,1151
Analysis of Robust Functions for Registration Algorithms,1152
Combined Task and Motion Planning under Partial Observability - An Optimization-Based Approach,1153
The Mechanics and Control of Leaning to Lift Heavy Objects with a Dynamically Stable Mobile Robot,1156
Asynchronous Network Formation in Unknown Unbounded Environments,1157
Improving Haptic Adjective Recognition with Unsupervised Feature Learning,1158
Modeling and Analysis of Motion Data from Dynamically Positioned Vessels for Sea State Estimation,1168
Prediction Maps for Real-Time 3D Footstep Planning in Dynamic Environments,1169
Depth Completion with Deep Geometry and Context Guidance,1173
Energy Optimization for a Robust and Flexible Interaction Control,1174
Learned Map Prediction for Enhanced Mobile Robot Exploration,1176
See and Be Seen -- Rapid and Likeable High-Definition Camera-Eye for Anthropomorphic Robots,1180
Coordinated Control of a Reconfigurable Multi-Vessel Platform - Robust Control Approach,1184
Real-time Teleoperation of Flexible Beveled-tip Needle Insertion using Haptic Force Feedback and 3D Ultrasound Guidance,1185
Detection and Tracking of Small Objects in Sparse 3D Laser Range Data,1186
A Miniature Suction-Gripper with Passive and Active Microneedle Arrays to Manipulate Peripheral Nerves,1192
Object Detection Approach for Robot Grasp Detection,1193
Internal Array Electrodes Improve the Spatial Resolution of Soft Tactile Sensors Based on Electrical Resistance Tomography,1198
Augmenting Action Model Learning by Non-Geometric Features,1199
How Shall I Drive Interaction Modeling and Motion Planning towards Empathetic and Socially-Graceful Driving,1202
Wormhole Learning,1203
DeepFusion - Real-Time Dense 3D Reconstruction for Monocular SLAM Using Single-View Depth and Gradient Predictions,1204
CELLO-3D - Estimating the Covariance of ICP in the Real World,1205
Quantum Computation in Robotic Science and Applications,1207
Safe 3D Bipedal Walking through Linear MPC with 3D Capturability,1209
Object Transfer Point Estimation for Fluent Human-Robot Handovers,1210
Real Time Dense Depth Estimation by Fusing Stereo with Sparse Depth Measurements,1211
Ambient Light Based Depth Control of Underwater Robotic Unit AMussel,1213
GPS-Denied UAV Localization Using Pre-Existing Satellite Imagery,1223
Night-To-Day Image Translation for Retrieval-Based Localization,1224
Coordinated Multi-Robot Planning While Preserving Individual Privacy,1225
Removing Leaking Corners to Reduce Dimensionality in Hamilton-Jacobi Reachability,1226
Crowd-Robot Interaction - Crowd-Aware Robot Navigation with Attention-Based Deep Reinforcement Learning,1230
Multi-View Reconstruction of Wires Using a Catenary Model,1233
Inferring Compact Representations for Efficient Natural Language Understanding of Robot Instructions,1235
Accurate and Efficient Self-Localization on Roads Using Basic Geometric Primitives,1237
Using Comanipulation with Active Force Feedback to Undistort Stiffness Perception in Laparoscopy,1238
ChainQueen - A Real-Time Differentiable Physical Simulator for Soft Robotics,1240
Adapting Everyday Manipulation Skills to Varied Scenarios,1245
Towards Fully Dense Direct Filter-Based Monocular Visual-Inertial Odometry,1247
A Cane-Based Low Cost Sensor to Implement Attention Mechanisms in Telecare Robots,1248
Object Classification Based on Unsupervised Learned Multi-Modal Features for Overcoming Sensor Failures,1249
Magnetic-Field-Inspired Navigation for Quadcopter Robot in Unknown Environments,1251
Positioning Uncertainty Reduction of Magnetically Guided Actuation on Planar Surfaces,1254
Real-Time Minimum Snap Trajectory Generation for Quadcopters - Algorithm Speed-Up through Machine Learning,1256
Energy Tank-Based WrenchImpedance Control of a Fully-Actuated Hexarotor - A Geometric Port-Hamiltonian Approach,1257
Enhancing the Force Transparency of Time Domain Passivity Approach - Observer-Based Gradient Controller,1259
Combining Physical Simulators and Object-Based Networks for Control,1262
Effects of Foot Stiffness and Damping on Walking Robot Performance,1264
Adaptive Bingham Distribution Based Filter for SE(3) Estimation,1265
MID-Fusion - Octree-Based Object-Level Multi-Instance Dynamic SLAM,1267
Tactile Mapping and Localization from High-Resolution Tactile Imprints,1269
Autonomous Exploration Reconstruction and Surveillance of 3D Environments Aided by Deep Learning,1278
A Clustering Approach to Categorizing 7 Degree-Of-Freedom Arm Motions During Activities of Daily Living,1280
CARA System Architecture - a Click and Assemble Robotic Assembly System,1281
IX-BSP - Belief Space Planning through Incremental Expectation,1282
Unsupervised Gait Phase Estimation for Humanoid Robot Walking,1288
Towards an Integrated Autonomous Data-Driven Grasping System with a Mobile Manipulator,1289
Towards Effective Tactile Identification of Textures Using a Hybrid Touch Approach,1291
An Energy-Shared Two-Layer Approach for Multi-Master-Multi-Slave Bilateral Teleoperation Systems,1295
Adaptive Motor Control and Learning in a Spiking Neural Network Realised on a Mixed-Signal Neuromorphic Processor,1296
Using Variable Natural Environment Brain-Computer Interface Stimuli for Real-Time Humanoid Robot Navigation,1298
Deep Object-Centric Policies for Autonomous Driving,1299
Mitigating Energy Loss in a Robot Hopping on a Physically Emulated Dissipative Substrate,1303
Single-Shot Foothold Selection and Constraint Evaluation for Quadruped Locomotion,1306
Global Localization with Object-Level Semantics and Topology,1309
A Simple Electric Soft Robotic Gripper with High-Deformation Haptic Feedback,1311
Learning Latent Space Dynamics for Tactile Servoing,1312
Reconfigurable Motion Planning and Control in Obstacle Cluttered Environments under Timed Temporal Tasks,1314
Skill Acquisition Via Automated Multi-Coordinate Cost Balancing,1317
Robust Learning of Tactile Force Estimation through Robot Interaction,1318
Speeding up Iterative Closest Point Using Stochastic Gradient Descent,1322
Building a Winning Self-Driving Car in Six Months,1324
Obstacle-Aware Adaptive Informative Path Planning for UAV-Based Target Search,1327
Balancing Global Exploration and Local-Connectivity Exploitation with Rapidly-exploring Random Disjointed-Trees,1330
Neural Autonomous Navigation with Riemannian Motion Policy,1333
Dynamic Friction Model with Thermal and Load Dependency - Modeling Compensation and External Force Estimation,1334
HG-DAgger - Interactive Imitation Learning with Human Experts,1335
Generalized Orientation Learning in Robot Task Space,1336
Soft Robotic Glove with Integrated Sensing for Intuitive Grasping Assistance Post Spinal Cord Injury,1338
Development of a Low Inertia Parallel Actuated Shoulder Exoskeleton Robot for the Characterization of Neuromuscular Property During Static Posture and Dynamic Movement,1339
OVPC Mesh - 3D Free-Space Representation for Local Ground VehicleNavigation,1340
Coverage Control for Multiple Event Types with Heterogeneous Robots,1342
Feedback Motion Planning of Legged Robots by Composing Orbital Lyapunov Functions Using Rapidly-Exploring Random Trees,1343
Teaching Robots to Draw,1344
What Am I Touching Learning to Classify Terrain Via Haptic Sensing,1347
Egocentric Vision-Based Future Vehicle Localization for Intelligent Driving Assistance Systems,1348
Active Perception in Adversarial Scenarios Using Maximum Entropy Deep Reinforcement Learning,1350
3D Control of Rotating Millimeter-Scale Swimmers through Obstacles,1351
Compound Micromachines Powered by Acoustic Streaming,1352
Contact-Driven Posture Behavior for Safe and Interactive Robot Operation,1356
Variable Damping Control of the Robotic Ankle Joint to Improve Trade-Off between Performance and Stability,1357
Multi-Robot Informative Path Planning with Continuous Connectivity Constraints,1358
UAV Pose Estimation Using Cross-View Geolocalization with Satellite Imagery,1359
Underwater Communication Using Full-Body Gestures and Optimal Variable-Length Prefix Codes,1361
Nonlinear Tire Cornering Stiffness Observer for a Double Steering Off-Road Mobile Robot,1362
Look No Deeper - Recognizing Places from Opposing Viewpoints under Varying Scene Appearance Using Single-View Depth Estimation,1365
Formalized Task Characterization for Human-Robot Autonomy Allocation,1367
A Self-Modulated Impedance Multimodal Interaction Framework for Human-Robot Collaboration,1369
Air-To-Ground Surveillance Using Predictive Pursuit,1370
Acting Is Seeing - Navigating Tight Space Using Flapping Wings,1371
Attention-Based Lane Change Prediction,1375
Modeling and Control of a Passively-Coupled Tilt-Rotor Vertical Takeoff and Landing Aircraft,1376
GANVO - Unsupervised Deep Monocular Visual Odometry and Depth Estimation with Generative Adversarial Networks,1380
Efficient Constellation-Based Map-Merging for Semantic SLAM,1381
Generative Deformation - Procedural Perforation for Elastic Structures,1382
Multimodal Semantic SLAM with Probabilistic Data Association,1383
Motion Scaling Solutions for Improved Performance in High Delay Surgical Teleoperation,1385
PointNetGPD - Detecting Grasp Configurations from Point Sets,1386
Design of Versatile and Low-Cost Shaft Sensor for Health Monitoring,1389
Complete and Near-Optimal Path Planning for Simultaneous Sensor-Based Inspection and Footprint Coverage in Robotic Crack Filling,1395
A Benchmarking Framework for Systematic Evaluation of Robotic Pick-And-Place Systems in an Industrial Grocery Setting,1399
A Generic Optimization Based Cartesian Controller for Robotic Mobile Manipulation,1400
A Multi-Sensor Next-Best-View Framework for Geometric Model-Based Robotics Applications,1401
Design Principles and Optimization of a Planar Underactuated Hand for Caging Grasps,1406
Compliant Limb Sensing and Control for Safe Human-Robot Interactions,1407
Visual Recognition in the Wild by Sampling Deep Similarity Functions,1408
Localization and Tracking of Uncontrollable Underwater Agents - Particle Filter Based Fusion of On-Body IMUs and Stationary Cameras,1409
Urban Swarms - A New Approach for Autonomous Waste Management,1410
Visual Localization at Intersections with Digital Maps,1412
Using Local Experiences for Global Motion Planning,1414
WISDOM - WIreless Sensing-Assisted Distributed Offline Mapping,1415
Tool Macgyvering - Tool Construction Using Geometric Reasoning,1419
Surfel-Based Dense RGB-D Reconstruction with Global and Local Consistency,1422
Voluntary Retreat for Decentralized Interference Reduction in Robot Swarms,1423
Working towards Adaptive Sensing for Terrain-Aided Navigation,1426
Locomotion Planning through a Hybrid Bayesian Trajectory Optimization,1428
ALMA - Articulated Locomotion and Manipulation for a Torque-Controllable Robot,1429
Shape Sensing of Variable Stiffness Soft Robots Using Electrical Impedance Tomography,1430
Dynamic Walking on Slippery Surfaces - Demonstrating Stable Bipedal Gaits with Planned Ground Slippage,1431
Robotics Education and Research at Scale - A Remotely Accessible Robotics Development Platform,1434
Automated Seedling Height Assessment for Tree Nurseries Using Point Cloud Processing,1438
Effort Estimation in Robot-Aided Training with a Neural Network,1439
An Algorithm for Odor Source Localization based on Source Term Estimation,1444
Multi-Object Search Using Object-Oriented POMDPs,1445
Simulated Annealing-Optimized Trajectory Planning within Non-Collision Nominal Intervals for Highway Autonomous Driving,1447
3D Keypoint Repeatability for Heterogeneous Multi-Robot SLAM,1448
Inferring Robot Morphology from Observation of Unscripted Movement,1455
Characterizing Visual Localization and Mapping Datasets,1458
Automated Aortic Pressure Regulation in Ex Vivo Heart Perfusion,1459
Real-Time Robot-Assisted Ergonomics,1460
The Open Vision Computer - An Integrated Sensing and Compute System for Mobile Robots,1461
Sensor Coverage Control Using Robots Constrained to a Curve,1462
Controlling AeroBot - Development of a Motion Planner for an Actively Articulated Wheeled Humanoid Robot,1466
Efficient Humanoid Contact Planning Using Learned Centroidal Dynamics Prediction,1467
Distributed Multi-Robot Formation Splitting and Merging in Dynamic Environments,1473
Exploiting Bistability for High Force Density Reflexive Gripping,1475
Fabric Soft Poly-Limbs for Physical Assistance of Daily Living Tasks,1476
Multi-Agent Synchronization Using Online Model-Free Action Dependent Dual Heuristic Dynamic Programming Approach,1486
OpenRoACH - A Durable Open-Source Hexapedal Platform with Onboard Robot Operating System (ROS),1487
Exact Modal Characterization of the Non Conservative Non Linear Radial Mass Spring System,1490
Evaluating Merging Strategies for Sampling-Based Uncertainty Techniques in Object Detection,1491
MVX-Net - Multimodal VoxelNet for 3D Object Detection,1494
Online Estimation of Geometric and Inertia Parameters for Multirotor Aerial Vehicles,1495
Dentronics - Review First Concepts and Pilot Study of a New Application Domain for Collaborative Robots in Dental Assistance,1496
A Framework for Self-Training Perceptual Agents in Simulated Photorealistic Environments,1497
Robust Execution of Contact-Rich Motion Plans by Hybrid Force-Velocity Control,1510
Discrete Layer Jamming for Safe Co-Robots,1514
3D Path Planning from a Single 2D Fluoroscopic Image for Robot Assisted Fenestrated Endovascular Aortic Repair,1515
Torque and Velocity Controllers to Perform Jumps with a Humanoid Robot - Theory and Implementation on the iCub Robot,1516
Continuous Control for High-Dimensional State Spaces - An Interactive Learning Approach,1517
Decentralized Formation Coordination of Multiple Quadcopters under Communication Constraints,1518
Stair Climbing Stabilization of the HRP-4 Humanoid Robot Using Whole-Body Admittance Control,1519
End-User Robot Programming Using Mixed Reality,1521
Multimodal Trajectory Predictions for Autonomous Driving Using Deep Convolutional Networks,1527
Adaptive Genomic Evolution of Neural Network Topologies (AGENT) for State-To-Action Mapping in Autonomous Agents,1529
Non-Gaussian SLAM Utilizing Synthetic Aperture Sonar,1530
Transfer Learning for Surgical Task Segmentation,1532
Admittance Control for Human-Robot Interaction Using an Industrial Robot Equipped with a FT Sensor,1535
Exploitation of Environment Support Contacts for Manipulation Effort Reduction of a Robot Arm,1538
Learning from Demonstration in the Wild,1539
Improving Grounded Natural Language Understanding through Human-Robot Dialog,1542
Design and Characterization of a Novel Robotic Surface for Application to Compressed Physical Environments,1545
External Wrench Estimation for Multilink Aerial Robot by Center of Mass Estimator Based on Distributed IMU System,1547
A-SLAM - Human-In-The-Loop Augmented SLAM,1549
Fast and Precise Detection of Object Grasping Positions with Eigenvalue Templates,1550
Steering Co-Centered and Co-Directional Optical and Acoustic Beams with a Water-Immersible MEMS Scanning Mirror for Underwater Ranging and Communication,1551
Mechanical Search - Multi-Step Retrieval of a Target Object Occluded by Clutter,1552
Unsupervised Learning of Assistive Camera Views by an Aerial Co-Robot in Augmented Reality Multitasking Environments,1554
Dynamic Channel - A Planning Framework for Crowd Navigation,1555
Maintaining Grasps within Slipping Bounds by Monitoring Incipient Slip,1557
2D LiDAR Map Prediction Via Estimating Motion Flow with GRU,1560
Multi-Task Sensorization of Soft Actuators Using Prior Knowledge,1565
Efficient 2D-3D Matching for Multi-Camera Visual Localization,1567
Detecting Invasive Insects with Unmanned Aerial Vehicles,1569
Robotic Detection of Marine Litter Using Deep Visual Detection Models,1570
Memory Efficient Experience Replay for Streaming Learning,1572
Shape Memory Structures - Automated Design of Monolithic Soft Robot Structures with Pre-defined End Poses,1574
Learning Object Localization and 6D Pose Estimation from Simulation and Weakly Labeled Real Images,1576
Real-Time Planning with Multi-Fidelity Models for Agile Flights in Unknown Environments,1580
Safe Adaptive Switching among Dynamical Movement Primitives - Application to 3D Limit-Cycle Walkers,1582
A Simple but Robust Impedance Controller for Series Elastic Actuators,1584
Learning Motion Trajectories from Phase Space Analysis of the Demonstration,1585
Adaptive Control of Sclera Force and Insertion Depth for Safe Robot-Assisted Retinal Surgery,1587
A Rolling Flexure Mechanism for Progressive Stiffness Actuators,1590
Where Should We Place LiDARs on the Autonomous Vehicle - An Optimal Design Approach,1593
A Robust Tracking Controller for Robot Manipulators - Embedding Internal Model of Disturbances,1594
Adaptive Probabilistic Vehicle Trajectory Prediction through Physically Feasible Bayesian Recurrent Neural Network,1596
A Deployable Soft Robotic Arm with Stiffness Modulation for Assistive Living Applications,1597
Efficient Trajectory Planning for High Speed Flight in Unknown Environments,1599
Robust 3D Distributed Formation Control with Collision Avoidance and Application to Multirotor Aerial Vehicles,1602
Learning Probabilistic Multi-Modal Actor Models for Vision-Based Robotic Grasping,1604
What Lies in the Shadows Safe and Computation-Aware Motion Planning for Autonomous Vehicles Using Intent-Aware Dynamic Shadow Regions,1605
Visual-Odometric Localization and Mapping for Ground Vehicles Using SE(2)-XYZ Constraints,1607
A Coordinate-Based Approach for Static Balancing and Walking Control of Compliantly Actuated Legged Robots,1608
UWStereoNet - Unsupervised Learning for Depth Estimation and Color Correction of Underwater Stereo Imagery,1609
A Competitive Algorithm for Online Multi-Robot Exploration of a Translating Plume,1612
Prospection - Interpretable Plans from Language by Predicting the Future,1613
Julia for Robotics - Simulation and Real-Time Control in a High-Level Programming Language,1615
Learning Quickly to Plan Quickly Using Modular Meta-Learning,1616
A Validated Physical Model for Real-Time Simulation of Soft Robotic Snakes,1620
Inverse Reinforcement Learning of Interaction Dynamics from Demonstrations,1625
A Unified Closed-Loop Motion Planning Approach for an I-AUV in Cluttered Environment with Localization Uncertainty,1626
A Data-Driven Predictive Model of Individual-Specific Effects of FES on Human Gait Dynamics,1627
A Framework for Robot Manipulation - Skill Formalism Meta Learning and Adaptive Control,1629
A Fuzzy Based Accessibility Model for Disaster Environment,1630
Approximate Stability Analysis for Drystacked Structures,1631
SqueezeSegV2 - Improved Model Structure and Unsupervised Domain Adaptation for Road-Object Segmentation from a LiDAR Point Cloud,1632
Video Object Segmentation Using Teacher-Student Adaptation in a Human Robot Interaction (HRI) Setting,1634
Depth Generation Network - Estimating Real World Depth from Stereo and Depth Images,1636
Vision-Based Control of a Quadrotor in User Proximity - Mediated vs End-To-End Learning Approaches,1638
Classifying Pedestrian Actions in Advance Using Predicted Video Of Urban Driving Scenes,1639
Turn-Minimizing Multirobot Coverage,1640
RoboCSE - Robot Common Sense Embedding,1641
Experimental Learning of a Lift-Maximizing Central Pattern Generator for a Flapping Robotic Wing,1642
Easily Deployable Underwater Acoustic Navigation System for Multi-Vehicle Environmental Sampling Applications,1644
Learning to Predict the Wind for Safe Aerial Vehicle Planning,1645
Residual Reinforcement Learning for Robot Control,1646
Stability Optimization of Two-Fingered Anthropomorphic Hands for Precision Grasping with a Single Actuator,1648
Open-Loop Collective Assembly Using a Light Field to Power and Control a Phototaxic Mini-Robot Swarm,1649
HD Map Change Detection with a Boosted Particle Filter,1650
Characterizing Architectures of Soft Pneumatic Actuators for a Cable-Driven Shoulder Exoskeleton,1651
Saltyi 12 A Domain Specific Language for GR(1) Specifications and Designs,1655
Online Walking Pattern Generation for Humanoid Robot with Compliant Motion Control,1657
A Novel Development of Robots with Cooperative Strategy for Long-Term and Close-Proximity Autonomous Transmission-Line Inspection,1659
Three-Dimensionally Maneuverable Robotic Fish Enabled by Servo Motor and Water Electrolyser,1663
Online Planning for Target Object Search in Clutter under Partial Observability,1664
The H3D Dataset for Full-Surround 3D Multi-Object Detection and Tracking in Crowded Urban Scenes,1665
Beauty and the Beast - Optimal Methods Meet Learning for Drone Racing,1667
Flappy Hummingbird - An Open Source Dynamic Simulation of Flapping Wing Robots and Animals,1668
Power-Minimizing Control of a Variable-Pitch Propulsion System for Versatile Unmanned Aerial Vehicles,1670
Robotic Cutting - Mechanics and Control of Knife Motion,1675
Quantifying the Reality Gap in Robotic Manipulation Tasks,1677
Modeling and State Estimation of a Micro Ball-Balancing Robot Using a High Yaw-Rate Dynamic Model and an Extended Kalman Filter,1680
Decentralization of Multiagent Policies by Learning What to Communicate,1681
Yaw Torque Authority for a Flapping-Wing Micro-Aerial Vehicle,1682
Persistent Multi-Robot Mapping in an Uncertain Environment,1683
On the Role of Wearable Haptics for Force Feedback in Teleimpedance Control for Dual-Arm Robotic Teleoperation,1684
Optimized Jumping on the MIT Cheetah 3 Robot,1685
Spline Based Curve Path Following of Underactuated Snake Robots,1686
Localizing Discriminative Visual Landmarks for Place Recognition,1688
Energy Gradient-Based Graphs for Planning Within-Hand Caging Manipulation,1690
A Data-Efficient Framework for Training and Sim-To-Real Transfer of Navigation Policies,1692
Dynamic Risk Density for Autonomous Navigation in Cluttered Environments without Object Detection,1693
Robot Eye-Hand Coordination Learning by Watching Human Demonstrations - A Task Function Approximation Approach,1694
ROVO - Robust Omnidirectional Visual Odometry for Wide-Baseline Wide-FOV Camera Systems,1697
Uncertainty-Aware Driver Trajectory Prediction at Urban Intersections,1698
FSMI - Fast Computation of Shannon Mutual Information for Information-Theoretic Mapping,1699
Adaptive View Planning for Aerial 3D Reconstruction,1700
Energy Efficient Navigation for Running Legged Robots,1701
A Constrained Control-Planning Strategy for Redundant Manipulators,1702
A Noninvasive Approach to Recovering the Lost Force Feedback for a Robotic-Assisted Insertable Laparoscopic Surgical Camera,1704
Analysis of 3D Position Control for a Multi-Agent System of Self-Propelled Agents Steered by a Shared Global Control Input,1705
Priority Maps for Surveillance and Intervention of Wildfires and Other Spreading Processes,1710
High-Bandwidth Control of Twisted String Actuators,1712
Parity-Based Diagnosis in UAVs - Detectability and Robustness Analyses,1715
Gaze-Based Context-Aware Robotic System for Assisted Reaching and Grasping,1717
Receding horizon estimation and control with structured noise blocking for mobile robot slip compensation,1721
Detection and Reconstruction of Wires Using Cameras for Aircraft Safety Systems,1722
Design of a Soft Ankle-Foot Orthosis Exosuit for Foot Drop Assistance,1724
Touching to See and Seeing to Feel - Robotic Cross-Modal Sensory Data Generation for Visual-Tactile Perception,1726
A Predictive Reward Function for Human-Like Driving Based on a Transition Model of Surrounding Environment,1728
Real-Time Multisensory Affordance-Based Control for Adaptive Object Manipulation,1729
Dense Tactile Force Estimation Using GelSlim and Inverse FEM,1730
Dynamic Traffic Scene Classification with Space-Time Coherence,1738
DMP Based Trajectory Tracking for a Nonholonomic Mobile Robot with Automatic Goal Adaptation and Obstacle Avoidance,1739
Design and Fabrication of Transformable Head Structures for Endoscopic Catheters,1742
Factored Pose Estimation of Articulated Objects Using Efficient Nonparametric Belief Propagation,1743
Open Loop Position Control of Soft Continuum Arm Using Deep Reinforcement Learning,1745
A Novel Robotic System for Finishing of Freeform Surfaces,1746
Learning Extreme Hummingbird Maneuvers on Flapping Wing Robots,1747
Proximity Human-Robot Interaction Using Pointing Gestures and a Wrist-Mounted IMU,1748
Distributed Radiation Field Estimation and Informative Path Planning for Nuclear Environment Characterization,1750
Non-Parametric Error Modeling for Ultra-Wideband Localization Networks,1751
Modeling Variable Curvature Parallel Continuum Robots Using Euler Curves,1755
Efficient Kinodynamic Multi-Robot Replanning in Known Workspaces,1756
Development of SAM - cable-Suspended Aerial Manipulator,1757
Safe Reinforcement Learning with Model Uncertainty Estimates,1758
RCM-SLAM - Visual Localisation and Mapping under Remote Centre of Motion Constraints,1760
Improved Coverage Path Planning Using a Virtual Sensor Footprint - A Case Study on Demining,1762
Stanford Doggo - An Open-Source Quasi-Direct-Drive Quadruped,1763
Optimization-Based Human-In-The-Loop Manipulation Using Joint Space Polytopes,1765
Mixed Frame-Event-Driven Fast Pedestrian Detection,1767
Joint Learning of Instance and Semantic Segmentation for Robotic Pick-And-Place with Heavy Occlusions in Clutter,1768
Activity recognition in manufacturing: The roles of motion capture and sEMG+inertial wearables in detecting fine vs. gross motion,1769
Learning Motion Planning Policies in Uncertain Environments through Repeated Task Executions,1772
ModQuad-Vi - A Vision-Based Self-Assembling Modular Quadrotor,1774
Belief Space Planning for Reducing Terrain Relative Localization Uncertainty in Noisy Elevation Maps,1775
Feedback Control and 3D Motion of Heterogeneous Janus Particles,1778
The (Sensorized) Hand Is Quicker Than the Eye - Restoring Grasping Speed and Confidence for Amputees with Tactile Reflexes,1780
Hierarchical Optimization for Whole-Body Control of Wheeled Inverted Pendulum Humanoids,1782
Multi-Camera Visual-Inertial Navigation with Online Intrinsic and Extrinsic Calibration,1784
Stampede - A Discrete-Optimization Method for Solving Pathwise-Inverse Kinematics,1786
User-Guided Offline Synthesis of Robot Arm Motion from 6-DoF Paths,1787
Pose and Posture Estimation of Aerial Skeleton Systems for Outdoor Flying,1789
Domain Randomization for Active Pose Estimation,1790
Composition of Local Potential Functions with Reflection,1792
Context-Dependent Compensation Scheme to Reduce Trajectory Execution Errors for Industrial Manipulators,1793
Early Failure Detection of Deep End-To-End Control Policy by Reinforcement Learning,1795
The Phoenix Drone - An Open-Source Dual-Rotor Tail-Sitter Platform for Research and Education,1796
Effect of Mechanical Resistance on Cognitive Conflict in Physical Human-Robot Collaboration,1797
TREE - A Variable Topology Branching Continuum Robot,1799
Adjustable Power Modulation for a Leg Mechanism Suitable for Running,1804
A Rolling-Tip Flexible Instrument for Minimally Invasive Surgery,1806
Model-Free Optimal Estimation and Sensor Placement Framework for Elastic Kinematic Chain,1807
CoLo - A Performance Evaluation System for Multi-Robot Cooperative Localization Algorithms,1808
Real-Time Optimal Planning and Model Predictive Control of a Multi-Rotor with a Suspended Load,1810
Generation of Synchronized Configuration Space Trajectories of Multi-Robot Systems,1814
Contact-Implicit Trajectory Optimization Based on a Variable Smooth Contact Model and Successive Convexification,1815
Joint Kinematic Configuration Influence on the Passivity of an Impedance-Controlled Robotic Leg,1821
Deep Visuo-Tactile Learning - Estimation of Tactile Properties from Images,1822
Gesture Recognition Via Flexible Capacitive Touch Electrodes,1823
Visual Coverage Control for Teams of Quadcopters via Control Barrier Functions,1825
GuSTO - Guaranteed Sequential Trajectory Optimization Via Sequential Convex Programming,1826
Variational End-To-End Navigation and Localization,1827
Data-Driven Contact Clustering for Robot Simulation,1828
Improving Underwater Obstacle Detection Using Semantic Image Segmentation,1830
Identifying Feasible Workpiece Placement with Respect to Redundant Manipulator for Complex Manufacturing Tasks,1832
Offline Policy Iteration Based Reinforcement Learning Controller for Online Robotic Knee Prosthesis Parameter Tuning,1834
Adsorption Pad using capillary force for Uneven Surface,1837
Efficient Computation of Feedback Control for Equality-Constrained LQR,1841
Optimizing Vehicle Distributions and Fleet Sizes for Shared Mobility-On-Demand,1844
A Classification-Based Approach for Approximate Reachability,1849
Self-Supervised Learning for Single View Depth and Surface Normal Estimation,1853
Online Utility-Optimal Trajectory Design for Time-Varying Ocean Environments,1855
